Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Puissance moyenne journalière des pertes modélisées (W);Puissance moyenne journalière de la consommation totale (W);Puissance moyenne journalière de la consommation totale HTA (W);Puissance moyenne journalière de la consommation télérelevée HTA (W);Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);Puissance moyenne journalière de la consommation profilée HTA (W);Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);Puissance moyenne journalière de la production totale (W);Puissance moyenne journalière de la production télérelevée totale (W);Puissance moyenne journalière de la production profilée totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production cogénération totale (W);Puissance moyenne journalière de la production autres totale (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production cogénération profilée (W);Puissance moyenne journalière de la production hydraulique profilée (W);Puissance moyenne journalière de la production autres profilée (W);Température moyenne journalière réalisée lissée (°C);Température moyenne journalière normale lissée (°C);Pseudo rayonnement
2021-03-31;3;32940581479.0;1133090479.0;287603610.0;2501844357.0;35250032988.0;13110074864.0;12843926870.0;1922503343;1585326;72962256;266147994.0;2550391389.0;3905055274.0;13687460536.0;6231989955.0;5569812191.0;662177764.0;2113034479.0;1219606049.0;1417479662.0;1481869765.0;654117460.0;66849.0;5854828.0;2138627.0;14.7;10.2;82
2021-04-03;4;30675517542.0;5204356375.0;217188265.0;2530064775.0;34136556597.0;9468763779.0;9230110417.0;1617226722;1585912;88965695;238653362.0;2321514018.0;3816924014.0;16821576457.0;11412648471.0;10708337439.0;704311032.0;2242444144.0;7563190285.0;16026152.0;1590987890.0;698226729.0;66055.0;3905951.0;2112297.0;12.2;10.6;77
2021-04-18;4;35761899208.0;1198777083.0;329996121.0;2446232583.0;37089403534.0;8762241381.0;8493290585.0;1555282806;1393925;112256054;268950796.0;2261393556.0;3834514590.0;20562321223.0;5302510112.0;4638237450.0;664272663.0;2107290219.0;2016437972.0;14031301.0;1164750621.0;658210210.0;32405.0;4032453.0;1997595.0;8.6;12.5;63
2021-04-23;4;32737736125.0;2616455646.0;258492986.0;2183668106.0;35834144948.0;12497030412.0;12209812256.0;1860979137;1285924;78220884;287218156.0;2585553772.0;3882986007.0;14928088811.0;8155025561.0;7302046243.0;852979318.0;2661899159.0;4216346215.0;25152301.0;1251627886.0;846822113.0;64947.0;4097987.0;1994271.0;13.1;13.1;88
2021-04-26;4;32690873458.0;3779454833.0;239948132.0;2229214151.0;35378572940.0;12333855673.0;12061302978.0;1899275751;1317046;76158965;272552695.0;2524432761.0;3811352591.0;14732180154.0;8936316598.0;8436737315.0;499579283.0;1295577855.0;6261883667.0;20304996.0;1358550080.0;493460716.0;39412.0;4069399.0;2009756.0;13.5;13.5;30
2021-04-29;4;36290616188.0;860734875.0;307762082.0;2175315512.0;37324328220.0;12991247477.0;12689094651.0;1976927155;1353395;79333932;302152826.0;2765122572.0;4098571026.0;15411772662.0;4377524502.0;3953488813.0;424035689.0;1235871951.0;1717552306.0;25938983.0;1398161262.0;417950816.0;39365.0;4074594.0;1970913.0;12.2;13.9;29
2021-05-01;5;32508734563.0;975321458.0;282112844.0;2145555278.0;33458720764.0;8350405849.0;8098036081.0;1445418899;1238684;96939632;252369768.0;2141263695.0;3555685414.0;17867768592.0;4352975783.0;3941014639.0;411961144.0;1220720564.0;1649563924.0;13718825.0;1468972470.0;403944815.0;37915.0;5977025.0;2001389.0;10.7;14.2;31
2021-05-05;5;35228050146.0;3517347604.0;266533766.0;2409526973.0;38347135828.0;13114436544.0;12828604271.0;2010839363;1221569;89757439;285832273.0;2805891418.0;4088229179.0;16236760316.0;9312494026.0;8643232505.0;669261521.0;2109400315.0;5716586396.0;12592914.0;1473914401.0;660912564.0;27296.0;6247062.0;2074599.0;11.4;14.7;43
2021-05-14;5;31006340000.0;2141658875.0;244824005.0;2015535668.0;33401702122.0;10360621227.0;10116459134.0;1691148479;1136758;77386406;244162093.0;2446020112.0;3745932347.0;15079456793.0;6797380671.0;6185284445.0;612096225.0;2040040745.0;3060110722.0;6403332.0;1690825871.0;603690376.0;26173.0;6278111.0;2101566.0;12.7;15.8;34
2021-05-15;5;29567170583.0;3185409063.0;216932422.0;2196606804.0;31964080135.0;9085392338.0;8845533243.0;1521322584;1080177;82659268;239859095.0;2416353923.0;3521253096.0;15336018749.0;7995857840.0;7600118636.0;395739204.0;1126625836.0;5122428569.0;6857346.0;1739946089.0;387293263.0;26173.0;6301126.0;2118642.0;12.6;15.9;17
2021-05-18;5;34602755854.0;1684668667.0;277068027.0;2183371449.0;36686078039.0;13097934654.0;12824244248.0;2008648599;1119830;76775800;273690406.0;2803597553.0;4066160862.0;14631840741.0;6228430328.0;5683517721.0;544912607.0;1609529625.0;2972802854.0;14322470.0;1631775379.0;536268995.0;37491.0;6476262.0;2129860.0;12.9;16.2;35
2021-05-21;5;31726031813.0;6436690688.0;193252314.0;2402930817.0;35344565404.0;12600229395.0;12334423156.0;1939479248;1163128;74280039;265806239.0;2741937462.0;4031741169.0;13955734963.0;12651407410.0;12098883305.0;552524105.0;1547164464.0;9283972250.0;13636140.0;1806634556.0;543879920.0;40112.0;6485318.0;2118755.0;13.5;16.6;30
2021-05-23;5;26961662063.0;3620860813.0;212298507.0;2083821062.0;30039823177.0;8361542967.0;8141521627.0;1401159943;2029882;80985802;220021340.0;2016798779.0;3290159427.0;14887146377.0;8995141496.0;8276373507.0;718767989.0;2082137444.0;5239703826.0;12351813.0;1660948413.0;710120115.0;40111.0;6485337.0;2122426.0;13.2;16.8;41
2021-05-24;5;28655284833.0;5580389229.0;187610383.0;2362764699.0;31737545311.0;9382864008.0;9120239286.0;1577903034;1923927;82092151;262624722.0;2003867937.0;3426035551.0;15262858702.0;11213024790.0;10658651838.0;554372952.0;1688974758.0;7813592069.0;12920800.0;1697537163.0;546028814.0;35265.0;6183892.0;2124981.0;12.8;16.9;33
2021-06-04;6;31092959875.0;919488042.0;234948485.0;1893849325.0;32315095619.0;12897121355.0;12637337379.0;1918021644;1970598;59554102;259783976.0;2685431948.0;3654568380.0;11098427593.0;4270421597.0;3800653126.0;469768470.0;1351777529.0;1423350833.0;13334781.0;1481958453.0;461241730.0;38226.0;6742806.0;1745709.0;18.8;18.1;30
2021-06-05;6;26151617625.0;1569224688.0;198852088.0;1815511871.0;28158977644.0;9555546729.0;9333672109.0;1504962885;1837436;64517304;221874620.0;2244135143.0;3231613382.0;11556364765.0;5590948666.0;4884616747.0;706331919.0;2286607530.0;1735731889.0;12302766.0;1556306481.0;697971282.0;38224.0;6722340.0;1600073.0;18.0;18.2;53
2021-06-09;6;31391545333.0;985575604.0;242941631.0;1942410437.0;33060135134.0;13650931727.0;13379514145.0;2025628462;1803793;60770690;271417582.0;2691002894.0;3647740874.0;10982256693.0;4839517474.0;4003728770.0;835788704.0;2589342088.0;845891514.0;12209491.0;1392074381.0;827793294.0;47276.0;6383273.0;1564861.0;19.9;18.6;75
2021-06-13;6;25285496708.0;1480439854.0;192857287.0;1761304044.0;27385023982.0;9142797787.0;8925390769.0;1495618768;1754060;64688374;217407018.0;1963559880.0;3016713172.0;11699891941.0;5534128460.0;4615364036.0;918764423.0;2639658422.0;1592799212.0;12187073.0;1289483752.0;910884476.0;47268.0;6286356.0;1546324.0;21.9;19.0;98
2021-06-25;6;30655999271.0;1048059625.0;235512799.0;1909325588.0;32437443502.0;12955932412.0;12679355898.0;1963204989;1920498;60709295;276576514.0;2753578448.0;3697162703.0;11004935158.0;4974342243.0;4266268241.0;708074002.0;2420676668.0;1099730063.0;10302424.0;1443633088.0;701052346.0;26945.0;5491807.0;1502904.0;18.1;20.1;54
2021-07-02;7;31567787688.0;687992000.0;240404639.0;1845003214.0;33018785009.0;13329755558.0;13057195321.0;2014276040;1952449;60963214;272560237.0;2820483165.0;3780632110.0;11010722473.0;4224397175.0;3476214378.0;748182797.0;2427227506.0;394221368.0;12324010.0;1390624291.0;739901465.0;35823.0;6346405.0;1899105.0;19.8;20.6;53
2021-07-06;7;30421192354.0;4342617417.0;192863349.0;1854448102.0;33505352179.0;13651737247.0;13359593432.0;2047075423;1977705;60733462;292143815.0;2831708726.0;3780217785.0;11131901831.0;9474088694.0;8996978347.0;477110347.0;1489797607.0;6626661830.0;9867014.0;1347762243.0;469956039.0;33063.0;5220795.0;1900450.0;19.5;20.9;27
2021-07-27;7;31400712583.0;1111046229.0;233592986.0;1868977703.0;33249746924.0;13315154240.0;13030150388.0;2090051441;2151871;61549345;285003852.0;2761734474.0;3848712753.0;11170392800.0;5062651259.0;4516184601.0;546466658.0;1755445175.0;2059500813.0;12290103.0;1235415168.0;540182648.0;31145.0;4376866.0;1876000.0;20.8;21.7;37
2021-08-05;8;28002110438.0;2326845188.0;198308370.0;1792946463.0;30291851982.0;11374016558.0;11077659100.0;1860200179;2146777;61333787;296357458.0;2685913012.0;3523426303.0;10784815366.0;6607841566.0;6042088934.0;565752632.0;1944101329.0;3340294233.0;9717253.0;1313728751.0;557792564.0;19725.0;4384812.0;3555530.0;18.6;21.6;30
2021-08-07;8;24686110854.0;3957820063.0;154601552.0;1821757103.0;27066768543.0;8737732480.0;8481490103.0;1574633558;2248051;65679395;256242377.0;2336653084.0;3268357095.0;11081464880.0;8314836406.0;7827554724.0;487281682.0;1537330440.0;5486055264.0;7772625.0;1283678077.0;479358649.0;19799.0;4350352.0;3552882.0;18.6;21.5;38
2021-08-13;8;29594859188.0;747549792.0;236010152.0;1868856371.0;31069096160.0;11331218113.0;11038429329.0;1986084594;2393369;64810549;292788784.0;2727516493.0;3714572082.0;11242500960.0;4326653289.0;3595384771.0;731268518.0;2295917357.0;875309205.0;11145514.0;1144281213.0;723444234.0;22930.0;4247551.0;3553802.0;22.6;21.2;74
2021-08-22;8;24810521188.0;2244504583.0;191582074.0;1812409689.0;26689207560.0;8607704996.0;8366851554.0;1504018341;2597054;68686246;240853442.0;2018845040.0;3059083072.0;11428272810.0;6127182720.0;5572676888.0;554505832.0;1814060759.0;3269781139.0;9638711.0;1033702111.0;548251168.0;31065.0;4109281.0;2114317.0;20.3;20.4;50
2021-09-07;9;31995918750.0;1892343500.0;238092101.0;1883849107.0;34389229606.0;14251600990.0;13963023535.0;2223308990;3171586;65796568;288577455.0;2837607214.0;4054586092.0;10953158168.0;6407595565.0;5729899848.0;677695718.0;2109640121.0;3316882445.0;11046391.0;970026609.0;673840980.0;41815.0;1763261.0;2049662.0;22.7;18.7;75
2021-09-14;9;32900792896.0;1124134208.0;260052078.0;1856555818.0;33831982954.0;14017639768.0;13733192360.0;2149609494;3410702;65568046;284447408.0;2846440873.0;3957199255.0;10792114815.0;4171932163.0;3824685031.0;347247132.0;1142725195.0;2096913972.0;19382398.0;912910598.0;343430925.0;32800.0;1724603.0;2058803.0;20.7;17.8;20
2021-09-28;9;32028283688.0;945509479.0;265783880.0;1878872992.0;33520535858.0;13477234561.0;13199078959.0;2046933919;3765750;70466716;278155602.0;2832417908.0;3913717933.0;11175999071.0;4582418522.0;4100718223.0;481700300.0;1524760332.0;2038562006.0;35135665.0;983960520.0;477768393.0;25283.0;1846394.0;2060229.0;16.6;15.9;45
2021-10-15;10;38207010750.0;588147625.0;345521454.0;2396200557.0;38569324427.0;13274066739.0;12978428997.0;2209475426;4513899;110817658;295637742.0;3144154708.0;4675442342.0;15150853656.0;3692183314.0;3183857414.0;508325900.0;1689228600.0;946866087.0;80699842.0;975388785.0;503964486.0;59725.0;2192545.0;2109144.0;11.8;13.6;68
2021-10-25;10;38616360125.0;807067813.0;348383634.0;2494631650.0;39277282540.0;13094940898.0;12798480419.0;2205851912;4609357;120862267;296460479.0;3075132335.0;4480897076.0;16294988695.0;4311005512.0;3931892915.0;379112596.0;1220642964.0;2090004827.0;69995006.0;930362714.0;374088260.0;129861.0;2767785.0;2126690.0;11.6;12.2;60
2021-10-29;10;36077976771.0;4850410813.0;277845778.0;2404963253.0;38566396934.0;13099508602.0;12814031400.0;2109325520;4824946;115199945;285477202.0;3022820473.0;4596136466.0;15618580983.0;10021640008.0;9754142083.0;267497925.0;785921431.0;8128535818.0;135795470.0;971387289.0;262459310.0;137172.0;2767786.0;2133657.0;12.7;11.6;39
2021-11-11;11;42081059271.0;364943479.0;408067880.0;3303497744.0;42257383248.0;10801183584.0;10477938651.0;2001009035;5115655;180509093;323244933.0;2671890720.0;4725326748.0;21872348413.0;4252833081.0;3936405271.0;316427810.0;1011187831.0;606107724.0;1462539291.0;1172998235.0;310502671.0;313992.0;3394051.0;2217095.0;8.0;9.7;61
2021-11-14;11;36358718729.0;1196673438.0;345629834.0;2981991114.0;37439779377.0;9101925347.0;8842684666.0;1712954472;5121176;163746671;259240681.0;2501963373.0;4201049898.0;19753018439.0;5605355033.0;5462061428.0;143293605.0;520629462.0;2723352094.0;1283293303.0;1078080174.0;137347127.0;324053.0;3404021.0;2218404.0;9.8;9.2;29
2021-11-16;11;47181160188.0;413783396.0;440663123.0;3407653506.0;47011728232.0;14451776880.0;14121791837.0;2574189188;5497335;169993783;329985043.0;3715730314.0;5566514962.0;20528025770.0;4092668071.0;3976471595.0;116196475.0;460942394.0;684412375.0;1778034178.0;1169279123.0;110021694.0;331216.0;3615098.0;2228468.0;8.7;9.0;29
2021-11-17;11;46710681000.0;572581042.0;433156205.0;3397126438.0;46867800152.0;14364660335.0;14038873440.0;2513583306;5435735;176655550;325786895.0;3632147649.0;5438896637.0;20736420939.0;4559982836.0;4410344720.0;149638116.0;497366984.0;1382461914.0;1544792054.0;1135361884.0;143453780.0;332217.0;3617572.0;2234547.0;8.8;8.8;39
2021-11-19;11;46321479646.0;428175854.0;416356106.0;3438826716.0;46766447028.0;13842912690.0;13524185730.0;2510364083;5606443;176345224;318726960.0;3704087513.0;5563836770.0;20963294304.0;4728326058.0;4407471535.0;320854524.0;1116973874.0;950808891.0;1550963447.0;1109579847.0;314605523.0;338857.0;3647493.0;2262650.0;8.3;8.5;68
2021-11-25;11;52203602854.0;652507938.0;467170068.0;4078504303.0;52644240106.0;14854228717.0;14503081017.0;2786968538;5821893;212461851;351147700.0;4081149129.0;6173612494.0;24529997483.0;5638819561.0;5519947112.0;118872449.0;354675564.0;2121553645.0;2017257798.0;1145332554.0;112686815.0;351788.0;3756245.0;2077601.0;5.9;7.7;25
2021-11-26;11;50689195250.0;2968798646.0;445783896.0;4155588786.0;52833809018.0;14370994686.0;14032288710.0;2760082053;5900875;218747845;338705976.0;4080111792.0;6251809796.0;25146161970.0;9714785097.0;9581625414.0;133159683.0;508724283.0;6021690219.0;2004404227.0;1179966368.0;126973674.0;351438.0;3757627.0;2076944.0;5.7;7.5;28
2021-12-17;12;50575882979.0;2787812688.0;437681690.0;4238160061.0;53207898701.0;14044354427.0;13708960844.0;2761377649;6544717;230061706;335393583.0;3933956200.0;6454555102.0;25777048900.0;10095670161.0;9813198571.0;282471590.0;961948849.0;5880612844.0;1786701495.0;1466406973.0;274129669.0;353375.0;5773112.0;2215434.0;6.1;5.4;77
2021-12-22;12;58485277771.0;1087667750.0;563641059.0;5086661164.0;59285238714.0;14050429781.0;13688456980.0;2944301672;6521114;287753556;361972801.0;4291108581.0;6830229745.0;30874894266.0;7537930917.0;7298002775.0;239928142.0;804015136.0;3112804636.0;2196174511.0;1424936634.0;231810217.0;353635.0;5515400.0;2248890.0;2.5;5.1;47
2021-12-31;12;37520393604.0;2067577167.0;343603966.0;3103535316.0;40005158267.0;9688404651.0;9401994471.0;1999523433;6129552;173934504;286410180.0;3135332926.0;4742487711.0;20259345490.0;7999481111.0;7706578653.0;292902459.0;1008247219.0;3909533010.0;1497157246.0;1584543637.0;285220914.0;349159.0;5076319.0;2256067.0;11.2;4.8;78
2021-02-01;2;45792880292.0;2041551146.0;415331587.0;3629371244.0;47253095321.0;13390298996.0;13063020902.0;2395065055;956185;108162002;327278094.0;3431875034.0;5374011873.0;22552726175.0;7546469006.0;7436488729.0;109980277.0;374539282.0;4012509354.0;1715399811.0;1444020559.0;101651310.0;251998.0;5845028.0;2231941.0;9.1;5.7;20
2021-02-23;2;37632378167.0;3629215979.0;313042420.0;3214442412.0;41454458781.0;13406277464.0;13107566098.0;2096737508;702508;89864810;298711366.0;2973862001.0;4699171228.0;18187843262.0;10978781426.0;10544057779.0;434723647.0;1290827219.0;6316490625.0;1685485841.0;1685977741.0;426006973.0;225362.0;6215146.0;2276166.0;12.0;7.0;70
2021-02-26;2;39660721771.0;1346045875.0;347150287.0;3072652312.0;42081611194.0;12879436915.0;12584276585.0;2078378789;693760;96084586;295160330.0;3045275662.0;4740122384.0;19241619097.0;7186737897.0;6782212826.0;404525071.0;1133644766.0;2688933201.0;1709577891.0;1654582039.0;395771609.0;227633.0;6235391.0;2290438.0;10.7;7.2;64
2021-03-11;3;40780322313.0;7700956042.0;291571683.0;3931065212.0;44830979216.0;13702439285.0;13392422423.0;2286187180;901352;108038799;310016862.0;3231285810.0;5025487546.0;20476639246.0;15974249841.0;15658595210.0;315654632.0;960792267.0;11758388253.0;1601396259.0;1653673063.0;307744769.0;248243.0;5441815.0;2219804.0;8.6;8.2;31
2021-03-16;3;44468118292.0;1826532896.0;419504510.0;3541468476.0;46662627567.0;13906169526.0;13587988969.0;2396302862;953843;113889414;318180557.0;3312523514.0;5285880344.0;21646908064.0;7982015158.0;7580925955.0;401089203.0;1372698343.0;3510772149.0;1589474949.0;1509069717.0;393124892.0;276283.0;5446108.0;2241920.0;8.5;8.7;40
2021-04-01;4;32696417500.0;1707489250.0;266517189.0;2083217963.0;34978147361.0;13073163970.0;12798405785.0;1931341218;1653584;65339037;274758185.0;2544241374.0;4009581294.0;13352826885.0;6338954263.0;5650244247.0;688710016.0;2142274167.0;2453736403.0;255496713.0;1487446980.0;682580172.0;65857.0;3933718.0;2130269.0;15.5;10.3;87
2021-05-06;5;38009568083.0;2074008521.0;300284533.0;2401068955.0;39574607760.0;13297931216.0;12999810870.0;2100065343;1331484;89603409;298120346.0;2896965026.0;4357291133.0;16831420149.0;6340401686.0;5932480941.0;407920746.0;1315012637.0;3529347222.0;23739570.0;1472302258.0;399551015.0;27327.0;6240923.0;2101480.0;11.2;14.8;24
2021-05-07;5;35919466771.0;1216957938.0;306137844.0;2213000546.0;37605587945.0;12626868154.0;12337948747.0;1974151178;1276833;85502158;288919407.0;2798198443.0;4166482814.0;15953108364.0;5422217501.0;4751077069.0;671140432.0;2046038494.0;1808922590.0;23916260.0;1543340157.0;662751607.0;35142.0;6252493.0;2101190.0;11.8;14.9;43
2021-05-20;5;33474531333.0;2853987500.0;266583710.0;2245341980.0;36459705093.0;13163813769.0;12895420539.0;2033785276;1169363;75652119;268393230.0;2786084637.0;4111511429.0;14287688500.0;8351086952.0;7570614732.0;780472219.0;2559337972.0;4127017521.0;18273095.0;1646458363.0;771825935.0;40109.0;6490502.0;2115674.0;13.3;16.5;51
2021-05-29;5;26506607813.0;1968131396.0;201634646.0;1877190561.0;28716148548.0;9513596403.0;9292665594.0;1496140659;1924381;67727441;220930809.0;2225461647.0;3339400486.0;12071897533.0;6256497340.0;5526390582.0;730106758.0;2225563339.0;2491715820.0;12611681.0;1526606500.0;721626089.0;36764.0;6657498.0;1786407.0;16.8;17.4;51
2021-05-31;5;29142296896.0;2271440104.0;209023734.0;1941287053.0;31848447460.0;12516525371.0;12255225177.0;1899770411;1929414;61156577;261300194.0;2563202377.0;3421994706.0;11383868602.0;7127901455.0;6233390285.0;894511170.0;2730923988.0;2929088347.0;12737330.0;1455151790.0;886315097.0;38212.0;6373101.0;1784760.0;18.3;17.7;90
2021-06-07;6;30393827604.0;944484667.0;236258648.0;1878758722.0;31890617174.0;12681627167.0;12423870162.0;1928868287;1816524;60225265;257757005.0;2595992783.0;3403918771.0;11218168378.0;4556291608.0;3870554618.0;685736990.0;2204278761.0;903016729.0;12580853.0;1436415265.0;677723520.0;47277.0;6395783.0;1570410.0;18.4;18.4;56
2021-06-14;6;31513240250.0;1215057646.0;237649612.0;1975948841.0;33355343918.0;13436092927.0;13167308360.0;2139831890;1791881;60113608;268784567.0;2681275764.0;3658046015.0;11378191833.0;5270759768.0;4367586101.0;903173667.0;2794444165.0;1203019264.0;12688618.0;1260607721.0;895565403.0;22097.0;6044842.0;1541325.0;22.7;19.1;95
2021-06-19;6;28218119104.0;1359794229.0;214240692.0;1891677128.0;29482638572.0;10322289410.0;10090471318.0;1700572473;1896061;64643471;231818092.0;2336287491.0;3461817840.0;11595131826.0;4730231517.0;4177646005.0;552585512.0;1759573737.0;1673756660.0;6372132.0;1290528988.0;544968311.0;20965.0;6092710.0;1503526.0;22.2;19.5;28
2021-06-27;6;25823670667.0;1148648813.0;207468260.0;1721647519.0;27099769908.0;8861589637.0;8633869720.0;1419318166;1809028;66799104;227719917.0;2001412132.0;2964976805.0;11783865037.0;4353863833.0;3880737143.0;473126690.0;1445461465.0;1520767562.0;9123215.0;1378511591.0;465837558.0;26458.0;5464706.0;1797968.0;19.1;20.2;27
2021-07-17;7;26007210958.0;1914559188.0;192709582.0;1796219790.0;28716729115.0;9970162612.0;9719883271.0;1650250702;1991150;64678721;250279341.0;2423880883.0;3429219462.0;11176545586.0;6613006717.0;5838460949.0;774545768.0;2553373431.0;2625817549.0;8837185.0;1424978552.0;767833232.0;25428.0;4781081.0;1906027.0;19.6;21.5;75
2021-07-19;7;30498203333.0;2429773000.0;205655857.0;1879393384.0;33390609011.0;13412780207.0;13130046593.0;2109725226;1990144;63014127;282733614.0;2692031392.0;3717207682.0;11393860233.0;7407227918.0;6537227360.0;870000559.0;2759149445.0;3283012070.0;8662953.0;1356403451.0;862928209.0;24786.0;4454524.0;2593040.0;22.8;21.6;94
2021-08-11;8;29161448146.0;645594333.0;232801615.0;1826334451.0;30523117199.0;11281771625.0;10984475679.0;1927913709;2308233;64904520;297295946.0;2709726558.0;3574378729.0;10962113824.0;4066399453.0;3277044203.0;789355249.0;2572922677.0;330457812.0;12767009.0;1150251954.0;781517565.0;22925.0;4252084.0;3562676.0;20.9;21.3;82
2021-08-12;8;29887101438.0;552219292.0;234995990.0;1850233449.0;31058468733.0;11514951078.0;11218444824.0;1984163609;2334256;63400201;296506254.0;2740946976.0;3681203372.0;11071469240.0;3808816027.0;3120156207.0;688659821.0;2166966877.0;484118601.0;12217368.0;1145513182.0;680822336.0;22931.0;4259284.0;3555270.0;21.9;21.2;66
